S.No,Name,Year of Birth,Age,Gender,Address,Phone Number,Email,Number of Kids,Accomodation (Rent/Own),Anual Income,Sppeding tickets per year
5500,Ariana Massey,2004,17,Female,5069/ ALFRED/ Lafayette/ Lafayette/ LA/ 70508,(504)707-6163,ariana_mass@wanadoo.fr,0,Rent,18561.84,13
5501,Kenneth Malone,1959,63,Male,6083/ GEE/ Riverside/ March Air Force Base/ CA/ 92518,(408)229-2908,ken.malone@hotmail.co.uk,2,Own,34620.96,0
5502,Martin House,1964,57,Male,5112/ N CAP TX TO RESEARCH NB/ Washington/ Hagerstown/ MD/ 21746,(301)661-1411,martin.house591@yahoo.com,3,Own,59126.76,0
5503,Felicia Nieves,1984,37,Female,5124/ BLACK LOCUST/ Guernsey/ Cambridge/ OH/ 43725,(220)668-4421,fe.nieve01@wanadoo.fr,2,Own,56728.32,0
5504,Erik Evans,2003,18,Male,5617/ FLORES/ Hernando/ Brooksville/ FL/ 34601,(813)414-2874,erikev965@yahoo.fr,0,Rent,21116.7,1
5505,Jack Ingram,1976,45,Male,2587/ GOWER/ Pierce/ Elmwood/ WI/ 54740,(262)828-1991,jack-i1976@wanadoo.fr,2,Own,101203.74,1
5506,Tony Mullen,1991,31,Male,8914/ EAGLE KNOLL/ Carver/ Young America/ MN/ 55550,(651)665-9399,tomulle@wanadoo.fr,1,Own,76958.64,8
5507,Patrick Bartlett,1961,60,Male,4067/ SUMMIT/ Vernon/ La Farge/ WI/ 54639,(715)427-6521,patri.bartlett25@yahoo.com,0,Own,116011.5,0
5508,Athena Trevino,2017,5,Female,879/ BANFF/ Baltimore/ Fort Howard/ MD/ 21052,(667)375-7838,athena.trev1404@yahoo.com,0,Rent,0.0,0
5509,Susan Keith,1948,73,Female,4439/ FLORES/ Ringgold/ Mount Ayr/ IA/ 50854,(515)618-7254,susan_keith1806@hotmail.com,2,Rent,7403.88,0
5510,Carl Hammond,1952,70,Male,8253/ PLACID/ Los Angeles/ Glendale/ CA/ 91205,(707)397-0778,c-hammond16@orange.fr,2,Own,89159.4,0
5511,Steven Love,1971,51,Male,6438/ CATUMET/ Indiana/ Cherry Tree/ PA/ 15724,(724)384-0726,steven.love0804@msn.com,1,Own,80295.6,0
5512,Yolanda Hebert,1970,51,Female,8977/ WILDWIND/ Grant/ Labolt/ SD/ 57246,(605)787-4202,yol_hebert221@wanadoo.fr,0,Own,17727.6,0
5513,Nancy Franklin,1947,75,Female,8567/ 42ND/ Union/ Worthington Springs/ FL/ 32697,(754)536-8767,n-franklin1947@wanadoo.fr,0,Own,10949.4,0
5514,Alejandra Warner,1999,22,Female,6313/ GALEWOOD/ Los Angeles/ City Of Industry/ CA/ 91715,(747)989-8932,alejandr-w@hotmail.com,0,Own,50523.66,0
5515,Taylor Cox,2008,13,Female,239/ FARRELL/ Martin/ Stanton/ TX/ 79782,(430)534-9646,taylorc2612@gmail.com,0,Rent,0.0,0
5516,Angela Bush,1964,57,Female,895/ LOLA/ Fauquier/ Remington/ VA/ 22734,(757)387-2554,angel_bush701@hotmail.fr,2,Rent,9385.2,0
5517,Jorge Diaz,1985,36,Male,2328/ COLORADO BEND/ Person/ Hurdle Mills/ NC/ 27541,(743)950-2833,jorge.dia13@hotmail.com,0,Own,81077.7,4
5518,Erin Maddox,2001,21,Female,2346/ FAIRFAX RIDGE/ Ashley/ Crossett/ AR/ 71635,(501)794-2910,erin_maddox10@gmail.com,0,Rent,46717.44,0
5519,Ricky Chen,1953,68,Male,6998/ COMSTOCK/ Dallas/ Dallas/ TX/ 75378,(956)683-3256,ricky.che1953@gmail.com,2,Rent,44319.0,0
5520,Karl Roach,1930,91,Male,7574/ 51ST/ Caldwell/ Lenoir/ NC/ 28645,(336)828-6381,karl-roach070730@wanadoo.fr,0,Own,3493.38,0
5521,Kaleb Farrell,2006,15,Male,4389/ COLONIAL/ East Baton Rouge/ Baton Rouge/ LA/ 70895,(985)258-1481,kale.f@orange.fr,0,Own,0.0,17
5522,Dylan Baldwin,2016,5,Male,1705/ BUCKHORN/ Napa/ Napa/ CA/ 94559,(424)563-0259,d.baldwin2016@orange.fr,0,Rent,0.0,0
5523,Terri Perry,1956,66,Female,2889/ CHOWAN/ Adams/ Westminster/ CO/ 80036,(719)634-2386,te.pe1956@hotmail.co.uk,0,Rent,37071.54,0
5524,Alan Barker,1950,71,Male,5472/ DROSSETT/ Ulster/ Shandaken/ NY/ 12480,(518)855-1367,alan.barker1950@msn.com,1,Rent,46926.0,0
5525,Carolyn Graves,1945,77,Female,623/ ADINA/ Houston/ Webb/ AL/ 36376,(251)375-0343,carol.graves1304@hotmail.co.uk,2,Own,35298.78,0
5526,Bryan Christensen,2002,20,Male,2755/ BRIDLE/ La Salle/ Ransom/ IL/ 60470,(847)422-3820,bryan.christen21@hotmail.co.uk,0,Rent,49845.840000000004,16
5527,Jayden Hurley,2004,17,Male,8897/ 2ND/ Will/ Joliet/ IL/ 60435,(312)335-2394,jayd.hur070704@yahoo.com,0,Rent,6256.8,0
5528,Calvin Mendoza,1990,32,Male,6091/ DELLREY/ Santa Cruz/ Patagonia/ AZ/ 85624,(602)506-0458,ca.men@hotmail.fr,2,Own,69711.18000000001,2
5529,Aidan Gentry,2017,4,Male,2045/ BRIDAL/ Mecklenburg/ Charlotte/ NC/ 28243,(252)408-9580,aida.gent2017@yahoo.com,0,Rent,0.0,0
5530,Stacey Hart,1989,32,Female,7457/ HURST/ Saint Francis/ Hughes/ AR/ 72348,(870)643-0872,st-har1989@wanadoo.fr,1,Own,58031.82,10
5531,Catherine Romero,1998,23,Female,1376/ GRANITE BAY/ Moffat/ Dinosaur/ CO/ 81610,(719)755-6621,catherine-rome1998@hotmail.fr,0,Rent,22889.46,7
5532,Tristan Berg,2004,17,Male,4227/ TAYLOR/ Sacramento/ Elk Grove/ CA/ 95759,(805)749-8797,tristan_be1712@yahoo.fr,0,Rent,42754.8,1
5533,Alexis Brown,2009,13,Male,7076/ CUSHING/ Baltimore/ Chase/ MD/ 21027,(443)737-7126,a.brown@hotmail.fr,0,Own,0.0,0
5534,Louis Pollard,1966,56,Male,460/ BUCKSKIN/ Milwaukee/ Milwaukee/ WI/ 53210,(262)623-0407,louis_pollar14@wanadoo.fr,4,Own,76541.52,0
5535,Dale Wheeler,1968,53,Male,2476/ CONSTITUTION/ Rio Arriba/ Cebolla/ NM/ 87518,(957)502-5329,dal.whee031168@gmail.com,0,Own,95937.6,1
5536,Charlene Garcia,1957,65,Female,8924/ AMBER/ Kendall/ Plano/ IL/ 60545,(773)574-1964,charlenegarcia1957@yahoo.com,1,Own,58501.08,0
5537,Alondra Dickson,2005,16,Female,4041/ COLLINGWOOD/ Lea/ Monument/ NM/ 88265,(957)688-5677,alon.dickso203@msn.com,0,Rent,39313.56,5
5538,Jim Lynn,1917,104,Male,4109/ CASCADERA/ Philadelphia/ Philadelphia/ PA/ 19123,(570)288-4398,j-ly29@yahoo.fr,0,Own,31179.72,0
5539,Sara Ellison,1961,61,Female,6956/ N IH 35 SB TO 8TH/ Silver Bow/ Butte/ MT/ 59702,(406)663-1818,sara.ellison080161@msn.com,0,Own,51045.06,0
5540,Charles Justice,1994,27,Male,1434/ HUNTINGDON/ Antrim/ Alba/ MI/ 49611,(231)446-5181,cjusti3107@wanadoo.fr,2,Own,90045.78,0
5541,Ricardo Valencia,2006,16,Male,2097/ BEVERLY HILLS/ Buncombe/ Ridgecrest/ NC/ 28770,(336)655-3497,ricardo-val25@yahoo.com,0,Rent,20699.58,4
5542,Herman Vinson,1949,72,Male,5379/ COLWYN BAY/ Otter Tail/ Deer Creek/ MN/ 56527,(763)574-5232,herman-vinso@msn.com,1,Own,44319.0,0
5543,Willie Reilly,1967,55,Male,1931/ FLAMING OAK/ Bergen/ Northvale/ NJ/ 7647,(732)853-0692,willie.reil1803@hotmail.fr,2,Own,105792.06,1
5544,Jordan Sharp,1990,31,Male,1019/ DOONESBURY/ Suffolk/ Rocky Point/ NY/ 11778,(212)722-8720,jo.sharp2911@hotmail.fr,0,Rent,30084.78,5
5545,Morgan Frye,1999,22,Female,4653/ GLACIER BAY/ Hale/ Newbern/ AL/ 36765,(334)977-4621,morgan.fr@hotmail.com,3,Rent,36706.56,0
5546,Isaiah Chapman,1993,28,Male,1105/ MC NEIL TO RESEARCH SB/ Harris/ Webster/ TX/ 77598,(956)262-7217,isachapman300893@aol.com,0,Own,88116.6,0
5547,Melanie Morse,1984,37,Female,8656/ COMFORT/ Indian River/ Vero Beach/ FL/ 32963,(561)794-5899,mela.mors13@orange.fr,3,Rent,12200.76,2
5548,Brian Haney,1984,37,Male,5579/ BROWNING/ Knox/ Knoxville/ TN/ 37929,(731)635-7884,brian.ha1609@aol.com,0,Own,96667.56,5
5549,Jeffrey England,1969,53,Male,7921/ CASSANDRA/ Suffolk/ Boston/ MA/ 2295,(351)542-3960,jeffrey-england1104@hotmail.com,0,Rent,31961.82,0
5550,Seth Jackson,1989,32,Male,8568/ COOKWOOD/ Val Verde/ Langtry/ TX/ 78871,(469)972-4979,se.jackson@aol.com,3,Rent,25965.72,2
5551,Ricardo Sparks,2001,20,Male,9518/ DONNA GAIL/ Jay/ Redkey/ IN/ 47373,(574)865-6211,ricardspark@msn.com,0,Own,59283.18,11
5552,Riley Chavez,1999,22,Male,8610/ ZENNIA/ Morgan/ Fort Morgan/ CO/ 80701,(719)958-2862,riley-cha1999@hotmail.co.uk,1,Rent,12565.74,0
5553,Elizabeth Knox,1979,42,Female,3478/ BRYONY/ Hampden/ Bondsville/ MA/ 1009,(774)928-9576,eli.k170879@yahoo.fr,2,Own,59700.3,6
5554,Riley Lambert,2005,17,Male,6686/ BRIDAL/ Iron/ Paragonah/ UT/ 84760,(801)968-9240,ri.lambert3103@aol.com,0,Own,35298.78,0
5555,Alyssa Lester,2002,20,Female,3257/ BETULA/ Sanborn/ Letcher/ SD/ 57359,(605)631-4097,alyss.lester2202@yahoo.com,3,Own,51410.04,0
5556,Amir Phelps,2010,11,Male,7350/ BRYANT/ Clinch/ Du Pont/ GA/ 31630,(706)856-2655,ami.phe408@hotmail.fr,0,Rent,0.0,0
5557,Jesus Nunez,2021,1,Male,8424/ NORTH/ Preston/ Arthurdale/ WV/ 26520,(304)933-1054,jesus-nunez14@gmail.com,0,Rent,0.0,0
5558,Ronald Weeks,1967,55,Male,605/ TANNEY/ Saint Lawrence/ Lawrenceville/ NY/ 12949,(917)868-2488,ronald-week1967@msn.com,2,Own,834.24,1
5559,Sandra Frye,1980,42,Female,8947/ DOWNRIDGE/ Hidalgo/ Edinburg/ TX/ 78539,(325)971-3774,sandra.fry02@yahoo.com,3,Rent,20751.72,8
5560,Rose Morin,1956,65,Female,2491/ AMBER/ Jackson/ Quitman/ LA/ 71268,(337)972-1692,rosemorin09@aol.com,0,Own,47134.56,0
5561,Kathleen Mann,1955,66,Female,6920/ TAMIL/ Erie/ Buffalo/ NY/ 14261,(518)422-4438,kathleen.man100555@msn.com,0,Own,34620.96,0
5562,Addison Stuart,2015,7,Female,5934/ N IH 35 NB TO REINLI/ Flathead/ Kalispell/ MT/ 59901,(406)997-8542,addison.st09@gmail.com,0,Rent,0.0,0
5563,Luis Black,1990,32,Male,8067/ CENTRAL COMMERCE/ Zapata/ Lopeno/ TX/ 78564,(956)264-2276,luis_black1990@gmail.com,0,Rent,21690.24,3
5564,Ruth Cannon,1971,50,Female,8517/ CHESTNUT/ Oglethorpe/ Lexington/ GA/ 30648,(912)328-3427,rut_cann11@hotmail.fr,0,Own,17519.04,3
5565,Erik Wheeler,1991,31,Male,1772/ YORKSHIRE/ Butler/ Prospect/ PA/ 16052,(484)921-5432,erik.wh1902@orange.fr,0,Rent,22628.760000000002,3
5566,Debra Little,1970,51,Female,9516/ N IH 35 NB TO E 290 EB/ Zapata/ Lopeno/ TX/ 78564,(830)841-0782,debrali@hotmail.com,0,Own,16163.4,1
5567,Alicia Parks,1965,56,Female,5792/ STOKESAY CASTLE/ Dorchester/ Secretary/ MD/ 21664,(240)641-9858,alicia.pa11@orange.fr,1,Own,53547.78,2
5568,Andrew Bates,1991,30,Male,5682/ TASSEY/ Hennepin/ Minneapolis/ MN/ 55423,(952)585-9880,a-bat040591@gmail.com,0,Rent,41451.3,3
5569,Allen Rose,1986,35,Male,2160/ DITTMAR OAKS/ Salt Lake/ Salt Lake City/ UT/ 84120,(801)972-8447,alle.ros0912@wanadoo.fr,1,Own,67834.14,4
5570,Brendan Marks,2000,21,Male,7569/ CORIANDER/ Dallas/ Dallas/ TX/ 75261,(512)853-1158,bre-marks@aol.com,3,Rent,36393.72,0
5571,Sydney Wiggins,2003,18,Female,1863/ TROPHY/ Laurens/ Cadwell/ GA/ 31009,(404)750-8047,sydwiggins569@orange.fr,0,Rent,43380.48,15
5572,Michele Austin,1941,80,Female,7461/ PYEGRAVE/ Broward/ Hollywood/ FL/ 33021,(941)215-9030,micheleaustin1941@hotmail.fr,1,Own,60586.68,0
5573,Joe Goodman,1976,45,Male,8875/ DOONESBURY/ / Apo/ AA/ 34036,(502)473-1405,jo.goo1976@msn.com,3,Own,118462.08,4
5574,Keith Huffman,1976,45,Male,2675/ TANGLEWOOD/ Perquimans/ Hertford/ NC/ 27944,(336)835-1221,k.huffman20@yahoo.fr,0,Own,5996.1,3
5575,Jodi Sheppard,1973,48,Female,9300/ N CAP TX NB TO 2222 EB/ Broward/ Fort Lauderdale/ FL/ 33330,(352)929-0528,j_sheppard1005@wanadoo.fr,2,Rent,35715.9,3
5576,Gabriel Merritt,2017,4,Male,5491/ DONNA GAIL/ Skagit/ Rockport/ WA/ 98283,(564)385-4197,gabriel.merritt07@wanadoo.fr,0,Rent,0.0,0
5577,Cody Chen,1988,33,Male,7175/ DEERFIELD/ Greene/ Nemacolin/ PA/ 15351,(878)761-8012,cody.chen1311@gmail.com,1,Rent,26799.96,9
5578,William Underwood,1949,73,Male,3957/ CLEAROCK/ Madison/ Huntsville/ AL/ 35811,(256)212-6064,william-underwood1402@wanadoo.fr,0,Own,75498.72,0
5579,Kiara Parrish,1991,30,Female,6821/ DASHER/ Casey/ Liberty/ KY/ 42539,(859)689-6058,kiara.parrish1991@aol.com,1,Own,69241.92,16
5580,Whitney Knight,1990,32,Female,1629/ AMESWOOD/ Berkshire/ Sandisfield/ MA/ 1255,(508)697-6764,whitn.knig310390@hotmail.com,1,Own,57823.26,4
5581,Julie Craig,1968,53,Female,4760/ CARRINGTON/ Dane/ Mc Farland/ WI/ 53558,(414)641-9541,juli.c@yahoo.fr,0,Own,886.38,2
5582,Kylee Mays,2009,12,Female,3694/ GROOMS/ Kewaunee/ Kewaunee/ WI/ 54216,(262)512-2572,kylee-ma06@orange.fr,0,Rent,0.0,0
5583,Rylee Gilmore,2021,0,Female,2351/ ANDERSON LN/ Knox/ Maquon/ IL/ 61458,(630)300-0256,ryleeg21@yahoo.com,0,Rent,0.0,0
5584,Helen Lewis,1951,70,Female,2822/ OLYMPIC/ Giles/ Frankewing/ TN/ 38459,(865)502-4032,he.le220751@hotmail.fr,0,Own,62046.6,0
5585,Lillie Nicholson,1941,80,Female,2638/ CASSAVA/ Iroquois/ Milford/ IL/ 60953,(217)890-8711,lillie-nich28@hotmail.co.uk,1,Own,64392.9,0
5586,Shawna Nielsen,1972,50,Female,4785/ GREGORY/ Madison/ Ryland/ AL/ 35767,(256)422-1536,s_nie1972@orange.fr,0,Own,34620.96,4
5587,Billie Acosta,1948,73,Female,5170/ CANDACE/ Greene/ Greensboro/ PA/ 15338,(610)742-5474,bi.ac@yahoo.fr,0,Own,75603.0,0
5588,Paula Cabrera,1963,58,Female,7585/ MIDDLE FISKVILLE TO 35 NB/ Chesapeake City/ Chesapeake/ VA/ 23327,(757)438-7854,paula.ca31@aol.com,2,Rent,1772.76,0
5589,Michele Lambert,1974,47,Female,5036/ BRIDAL/ Kent/ Grand Rapids/ MI/ 49502,(679)811-1050,michele_lamb1974@wanadoo.fr,0,Rent,4849.02,0
5590,Debra Jones,1977,45,Female,9067/ PILLION/ Iron/ Vulcan/ MO/ 63675,(417)713-9682,deb.jones@aol.com,0,Rent,1147.08,0
5591,Nathan Powers,1979,42,Male,7612/ PEDDLE/ Jefferson/ Arvada/ CO/ 80004,(720)368-8915,nat-p0608@gmail.com,2,Own,90515.04000000001,0
5592,Jacob Jarvis,2012,10,Male,9604/ 7TH/ / FPO/ AP/ 96306,(220)286-5244,ja.jarvis@hotmail.fr,0,Rent,0.0,0
5593,Brenda Fischer,1950,71,Female,256/ COLONIAL CLUB/ Butler/ Hamilton/ OH/ 45023,(614)480-0672,b.fischer593@msn.com,0,Own,52348.56,0
5594,Judith Delaney,1960,62,Female,7540/ COLONIAL CLUB/ Muskingum/ East Fultonham/ OH/ 43735,(440)418-1378,judith.delane1960@orange.fr,0,Own,20386.74,0
5595,Don Moon,1949,72,Male,3033/ FREDERICK/ Brazoria/ Freeport/ TX/ 77541,(830)548-6834,dmoon1949@hotmail.fr,1,Own,55633.38,0
5596,Peter Greer,2005,16,Male,3732/ DORAL/ Los Angeles/ Diamond Bar/ CA/ 91765,(764)707-4009,peter.gr16@aol.com,0,Rent,40617.06,18
5597,Victor Pennington,1980,42,Male,637/ EAGLE/ Curry/ Brookings/ OR/ 97415,(971)981-9232,vic_pennington1980@orange.fr,0,Own,61368.78,0
5598,Donnie Mills,1958,63,Male,8916/ GINGER/ Morgan/ Ezel/ KY/ 41425,(606)727-5327,d.mills@yahoo.com,0,Own,58240.38,0
5599,Frederick Lindsay,1939,82,Male,5379/ 50TH/ Buchanan/ Wolford/ VA/ 24658,(276)907-7298,frederi_lindsay1939@yahoo.fr,1,Own,90254.34,0
5600,Sebastian Grant,2017,4,Male,8358/ PALMA/ Cheshire/ Keene/ NH/ 3431,(603)735-8141,sebastian.gran@hotmail.fr,0,Rent,0.0,0
5601,London Joyce,2022,0,Female,665/ BERRY HILL/ Muskingum/ Duncan Falls/ OH/ 43734,(330)398-2376,london-joyce08@wanadoo.fr,0,Rent,0.0,0
5602,George Campos,1999,22,Male,5976/ CAISTEAL CASTLE/ Bertie/ Colerain/ NC/ 27924,(980)786-7998,georcampos27@hotmail.com,0,Own,53912.76,0
5603,Raymond Castaneda,1979,43,Male,1818/ LEVERING/ Sullivan/ Kingsport/ TN/ 37663,(865)731-5911,raymond.castane21@gmail.com,0,Own,65279.28,0
5604,Glenn Bird,1969,52,Male,5687/ DESIRABLE/ Milwaukee/ Milwaukee/ WI/ 53285,(715)958-7800,glenn_bir17@hotmail.co.uk,0,Own,35403.06,2
5605,Derek Mcneil,2003,18,Male,830/ BARKER HOLLOW/ District Of Columbia/ Washington/ DC/ 20317,(202)402-5926,derek.mcneil2003@hotmail.com,0,Rent,18718.26,16
5606,John Hines,1954,68,Male,831/ KILDARE/ New York/ New York/ NY/ 10170,(845)504-1512,john.hine02@gmail.com,3,Own,75029.46,0
5607,Nicole Adkins,1978,43,Female,9497/ GUNTER/ Broward/ Fort Lauderdale/ FL/ 33349,(321)369-2156,nico.adkins24@hotmail.fr,2,Own,57562.56,0
5608,Edgar Cline,2006,15,Male,556/ CHALLSBURY/ El Paso/ Colorado Springs/ CO/ 80917,(970)731-8521,edgar.cli999@hotmail.fr,0,Rent,0.0,0
5609,Lisa Gould,1966,55,Female,7572/ FITZHUGH/ Logan/ Auburn/ KY/ 42206,(270)837-1937,lis_goul386@hotmail.com,0,Own,27008.52,1
5610,Jay Lamb,1985,37,Male,1956/ COOKWOOD/ Twin Falls/ Kimberly/ ID/ 83341,(208)639-3980,jay-lamb@gmail.com,0,Rent,12513.6,1
5611,Claude Forbes,1944,77,Male,2065/ PONTEVEDRA/ New Haven/ Waterbury/ CT/ 6720,(860)381-5542,clau.fo06@yahoo.fr,0,Rent,28103.46,0
5612,Autumn Dickson,2018,3,Female,949/ COLUMBUS/ Lawrence/ Newhebron/ MS/ 39140,(769)673-7837,autumn.dicks14@hotmail.co.uk,0,Rent,0.0,0
5613,Tyler Wilkerson,2008,13,Male,4326/ CROSS/ Ventura/ Port Hueneme/ CA/ 93044,(916)854-5803,tyle-wilkerson@yahoo.fr,0,Rent,0.0,0
5614,Alexis Sanders,1998,23,Female,2146/ BINDON/ Fremont/ Rockvale/ CO/ 81244,(303)858-9016,alexissande1998@msn.com,1,Own,3389.1,13
5615,Marilyn Green,1960,61,Female,6302/ SUMMIT/ Bethel/ Crooked Creek/ AK/ 99575,(907)447-1661,ma.gre1705@hotmail.com,0,Own,81494.82,0
5616,Jeremiah Fuller,2006,15,Male,8656/ EASON/ District Of Columbia/ Washington/ DC/ 20062,(202)290-0160,jeremi_fuller0509@hotmail.com,0,Rent,0.0,0
5617,Vernon Hammond,1965,57,Male,6321/ TRAWOOD/ Montgomery/ Kensington/ MD/ 20891,(410)848-4740,vern.hammo1965@msn.com,0,Own,97241.1,0
5618,Hilda Flores,1920,102,Female,3763/ DANIEL/ Kent/ Grand Rapids/ MI/ 49503,(989)918-4335,h-flores@msn.com,0,Rent,38792.16,0
5619,Nathaniel Carey,1991,30,Male,5301/ EGGLESTON/ Arapahoe/ Aurora/ CO/ 80041,(303)652-6253,nathanie.car260991@orange.fr,1,Own,57927.54,1
5620,Janice Dorsey,1973,48,Female,3137/ LEEDS/ Yazoo/ Satartia/ MS/ 39162,(662)585-3864,janice.dorsey1310@orange.fr,0,Rent,45935.340000000004,2
5621,Peggy Oconnor,1964,57,Female,4540/ EBONY/ Talladega/ Sylacauga/ AL/ 35150,(334)445-3912,peggy.oconnor05@yahoo.com,0,Rent,43380.48,0
5622,Phillip Weaver,1989,32,Male,5106/ LAGERWAY/ Ohio/ West Liberty/ WV/ 26074,(681)780-3987,p-weaver23@wanadoo.fr,0,Own,76802.22,0
5623,Adam Alvarez,1990,31,Male,2149/ DELLA TORRE/ Florence/ Florence/ SC/ 29501,(803)223-6909,ad.alvarez1990@hotmail.fr,0,Rent,26956.38,11
5624,Tommy Wilder,1969,52,Male,4571/ DAWLISH/ Bureau/ Buda/ IL/ 61314,(708)579-1631,tommy-wi1969@yahoo.fr,0,Own,109858.98,0
5625,Naomi Kramer,2005,17,Female,8577/ BROKEN BOW/ Hardin/ Mc Guffey/ OH/ 45859,(216)341-2173,naomi.kramer2005@aol.com,0,Rent,30919.02,25
5626,Autumn Jennings,1996,25,Female,4797/ COMANCHE/ Shackelford/ Albany/ TX/ 76430,(430)947-6635,au_jennings1996@aol.com,0,Own,19500.36,3
5627,Diamond Charles,1999,22,Female,5352/ CASTLE PINES/ Portage/ Junction City/ WI/ 54443,(715)371-2571,diam_charle2211@aol.com,2,Rent,16893.36,0
5628,Jim Perez,1944,77,Male,1366/ 44TH/ Johnson/ Shawnee Mission/ KS/ 66215,(620)934-7047,jim-pere15@orange.fr,0,Own,95416.2,0
5629,Jonathan Sears,1969,52,Male,1814/ HACKBERRY/ Custer/ Hermosa/ SD/ 57744,(605)973-4408,jonathan-sears0610@yahoo.fr,0,Own,50106.54,2
5630,Christy Sandoval,1984,37,Female,7768/ DEERFIELD PARK/ Albany/ Albany/ NY/ 12231,(917)990-6753,christ.sandoval1984@hotmail.co.uk,2,Rent,48907.32,7
5631,Jorge Fitzgerald,1981,41,Male,725/ DALLUM/ Mclennan/ Waco/ TX/ 76710,(210)383-1156,jorge-fitzgerald@hotmail.fr,0,Rent,8863.8,2
5632,Todd Riddle,1985,36,Male,7283/ PETES/ Grays Harbor/ Quinault/ WA/ 98575,(509)322-3577,todd.ridd1985@yahoo.com,0,Rent,2189.88,8
5633,Liliana Osborn,2006,16,Female,5055/ DOBBIN/ Bryan/ Pembroke/ GA/ 31321,(912)746-2327,liliana.osborn03@hotmail.co.uk,0,Rent,13764.960000000001,0
5634,Daisy Pruitt,1992,30,Female,3295/ GAULT/ Trumbull/ Southington/ OH/ 44470,(740)290-7837,da_pruitt3003@hotmail.co.uk,3,Own,51514.32,14
5635,Jane Russell,1965,57,Female,6338/ CYRILLA/ Forsyth/ Winston Salem/ NC/ 27116,(336)926-9970,ja-russell@msn.com,0,Rent,12200.76,0
5636,Jesse Jacobson,1976,45,Male,1589/ CHALET/ / Apo/ AE/ 9779,(649)826-2177,j.jac18@hotmail.co.uk,0,Rent,34203.840000000004,0
5637,Janet Richmond,1953,68,Female,7933/ N IH 35 NB TO LA POSADA/ Etowah/ Gadsden/ AL/ 35907,(256)220-6039,janet.ri1953@msn.com,0,Own,77584.32,0
5638,Justin Washington,1995,26,Male,6529/ DAVY/ Nassau/ Hicksville/ NY/ 11855,(718)614-1822,justin.washington@hotmail.com,2,Own,65592.12,9
5639,Jaden Gamble,2004,18,Male,4575/ MONTOPOLIS TO BASTROP NB/ Washington/ Warren/ VT/ 5674,(802)720-7192,jaden.ga@gmail.com,0,Own,50419.38,7
5640,Teresa Wooten,1951,71,Female,3706/ CORALBERRY/ Jackson/ Kansas City/ MO/ 64108,(660)511-8103,tereswoot1951@hotmail.fr,0,Own,42285.54,0
5641,Christie Moss,1975,47,Female,3115/ BRYANT/ Harris/ Houston/ TX/ 77038,(737)647-6283,christie_moss@hotmail.fr,0,Own,56206.92,5
5642,Calvin Navarro,1962,60,Male,6298/ 29TH/ Livingston/ Cullom/ IL/ 60929,(618)514-4247,ca.n19@hotmail.fr,2,Own,20803.86,0
5643,Kathleen Carrillo,1941,80,Female,1885/ KOLACHE/ Monterey/ Salinas/ CA/ 93901,(415)844-7409,k_ca29@yahoo.com,0,Own,14912.04,0
5644,Erika Mendez,1979,42,Female,1519/ N IH 35 SB TO 290 EB/ Dekalb/ Dowelltown/ TN/ 37059,(629)884-0439,erika_mendez01@wanadoo.fr,0,Rent,3232.68,0
5645,Greg Edwards,1964,58,Male,7981/ DEIDRA/ Pulaski/ Nancy/ KY/ 42544,(270)525-7913,gr.edward@hotmail.co.uk,0,Own,68251.26,0
5646,Vicki Paul,1961,60,Female,658/ PONTEVEDRA/ Franklin/ Rainbow Lake/ NY/ 12976,(332)228-2366,vicki-paul330@msn.com,0,Rent,36080.88,1
5647,Everly Mccarthy,2012,10,Female,9455/ BROWNING/ Broward/ Fort Lauderdale/ FL/ 33320,(754)312-0503,everlymccarth58@hotmail.fr,0,Rent,0.0,0
5648,Vanessa Mercer,1986,36,Female,3768/ STOKESAY CASTLE/ Brown/ Brookesmith/ TX/ 76827,(254)506-6371,vane-merc08@gmail.com,0,Rent,11418.66,6
5649,Tonya Pollard,1960,61,Female,7956/ CUMULUS/ Wake/ Raleigh/ NC/ 27675,(910)960-7065,tonya.pollard@gmail.com,0,Own,89263.68000000001,0
5650,Kyle Hansen,1968,53,Male,3177/ PARELL/ Carlisle/ Cunningham/ KY/ 42035,(502)605-0171,kyle-hansen974@yahoo.fr,0,Rent,17101.920000000002,0
5651,Allison Burt,2007,15,Female,1456/ COGBILL/ Orangeburg/ Neeses/ SC/ 29107,(864)313-0397,alliso.b2002@yahoo.com,0,Rent,0.0,0
5652,Julie Galloway,1950,71,Female,7031/ NOTON/ Arlington/ Arlington/ VA/ 22209,(757)877-9457,ju_ga1950@hotmail.com,0,Own,60795.24,0
5653,Eugene Gardner,1940,82,Male,7430/ ACADEMY/ Milwaukee/ Milwaukee/ WI/ 53213,(262)223-2808,e_gardner@gmail.com,1,Own,77375.76,0
5654,Taylor Green,2014,7,Female,4563/ CASPIAN/ Trinity/ Centralia/ TX/ 75834,(409)640-1629,taylor-gre@aol.com,0,Rent,0.0,0
5655,Peggy Reeves,1949,72,Female,5280/ HOME/ Linn/ Ely/ IA/ 52227,(515)918-6071,peggy.reeves1949@hotmail.fr,0,Own,23984.4,0
5656,Heather Cardenas,1999,23,Female,3735/ COLORADO/ Levy/ Chiefland/ FL/ 32644,(407)718-3900,heathercardenas30@hotmail.co.uk,0,Own,51305.76,20
